gene	AC_afr	AC_sas	AC_amr	AC_eas	AC_nfe	AC_fin	AC_asj	AC_main	AN_afr	AN_sas	AN_amr	AN_eas	AN_nfe	AN_fin	AN_asj	AN_main	U	tercile	shet_cassa
DTNA	1	1	3	2	4	0	0	11	13790.25	28564	32009.25	16413.25	98832.5	17563.5	9629.25	189609.25	2.16e-06	3	0.054988141
DTNB	1	8	6	3	21	4	1	39	14333.6363636364	28709.0909090909	32904.0909090909	17183.1818181818	105288.181818182	20497.7272727273	9740.72727272727	198418.181818182	2.54e-06	3	0.0151053854
DTNBP1	1	9	5	1	7	0	0	23	16208.5454545455	30561.2727272727	34515.2727272727	18346.1818181818	113261.090909091	21353.0909090909	10057.8181818182	212892.363636364	9.9e-07	2	0.0130347819
DTWD1	5	4	7	3	27	0	0	46	15557.7142857143	28210.2857142857	30988.2857142857	17496	109696	21229.1428571429	9388.42857142857	201948.285714286	7e-07	1	0.0035899904
DTWD2	2	4	7	0	22	2	0	35	14166.9230769231	26687.8461538462	29072.3076923077	16294.7692307692	102800.153846154	20705.0769230769	9055.07692307692	189022	7.4e-07	2	0.004243714
DTX1	1	2	0	1	4	1	0	8	15026.8888888889	29535.7777777778	33212.2222222222	17424	105299.333333333	18936.8888888889	9754.66666666667	200498.222222222	1.19e-06	2	0.02170812
DTX2	0	2	0	1	8	0	0	11	14237.4285714286	28021.1428571429	31914.2857142857	17001.1428571429	103317.714285714	20443.7142857143	9229.71428571429	194491.714285714	1.14e-06	2	0.0139236558
DTX3	0	0	1	0	0	0	0	1	15420	28894	33970	17918	109182	21042	9198	205384	5.58e-07	1	0.2754130058
DTX3L	2	0	0	1	6	0	0	9	16193.6666666667	30579.3333333333	34488.6666666667	18349.3333333333	113185.666666667	21531.6666666667	10047.3333333333	212796.666666667	1.34e-06	2	0.0041348114
DTX4	1	0	0	0	7	1	0	8	15438.6666666667	30446	34407	17924.6666666667	112383.666666667	21246	10026	210600	1.35e-06	2	0.0248582454
DTYMK	1	1	1	2	2	2	0	7	16157.1428571429	30476.2857142857	34468.5714285714	18364	113079.714285714	21542.2857142857	10046.2857142857	212545.714285714	4.19e-07	1	0.2266802726
DUOXA1	0	3	0	0	6	0	0	9	15893.1428571429	30274.2857142857	34374.5714285714	18311.7142857143	112396.571428571	21402.2857142857	10008.8571428571	211250.285714286	1.21e-06	2	0.0066731309
DUOXA2	5	5	3	34	31	0	99	78	15453.2631578947	30314.6315789474	34350.3157894737	18042.7368421053	111767.157894737	21137.4736842105	9931.8947368421	209928.105263158	6.12e-07	1	0.0009228636
DUPD1	2	3	0	12	12	0	0	29	16214.6666666667	30608.6666666667	34574.4444444444	18376	113242.888888889	21498.2222222222	10063.5555555556	213016.666666667	4.21e-07	1	0.0032380056
DUS1L	3	3	27	3	12	1	0	48	15717.8823529412	26317.4117647059	30765.7647058824	17471.7647058824	104387.176470588	19807.0588235294	8263.64705882353	194660	1.65e-06	3	0.0045093588
DUS2	7	8	4	4	28	0	2	51	16249.4545454545	30559.6363636364	34468.8181818182	18378	113556.181818182	21631.1818181818	10060.5454545455	213212.090909091	1.92e-06	3	0.0110261647
DUS3L	0	5	3	4	16	0	0	28	14919.1111111111	28844.4444444444	32610.7777777778	17472.1111111111	104610.444444444	19627.7777777778	9350	198456.888888889	1.73e-06	3	0.0102461216
DUS4L	3	0	4	6	6	0	1	19	16134.4444444444	29420.6666666667	33263.7777777778	18147.1111111111	112494.666666667	21550.2222222222	9941.11111111111	209460.666666667	6.52e-07	1	0.0080241569
DUSP1	0	0	3	0	4	0	0	7	14195.2	25883.6	29421.6	16024.8	99864.4	18057.2	8228.4	185389.6	7.6e-07	2	0.0179742509
DUSP10	1	0	0	0	1	0	0	2	15015	22271	27174	16826	98416	19250	6658	179702	7.81e-07	2	0.0569024215
DUSP11	0	1	0	0	4	0	0	5	16215.6	30383.2	34278	18346	113415.6	21615.6	10060	212638.4	1.11e-06	2	0.0027231247
DUSP12	0	0	5	1	9	0	0	15	16107.1111111111	29768.8888888889	33449.3333333333	18114.6666666667	112507.111111111	21553.7777777778	9877.11111111111	209947.111111111	9.05e-07	2	0.0141251467
DUSP13	2	1	6	2	21	0	0	32	16148.6666666667	30127.3333333333	34051.3333333333	18225.5555555556	112428.222222222	21521.7777777778	9873.55555555555	210981.111111111	8.86e-07	2	0.0043737209
DUSP14	1	0	0	1	0	0	0	2	16240	30614	34584	18386	113602	21512	10072	213426	3.94e-07	1	0.2468004282
DUSP15	3	4	3	2	20	0	0	32	12541.5555555556	26913.5555555556	30147.5555555556	14965.3333333333	92482.4444444444	17446.6666666667	9091.11111111111	177050.444444444	5.66e-07	1	0.0052094098
DUSP16	1	1	0	0	5	0	0	7	16186	30149.1428571429	33965.4285714286	18252.8571428571	112713.428571429	21554.5714285714	9993.42857142857	211266.857142857	1.35e-06	2	0.0450935709
DUSP18	1	0	1	0	7	1	0	9	16242	30612	34582	18392	113704	21640	10076	213532	2.9e-07	1	0.0034227808
DUSP19	0	0	0	2	3	0	0	5	15891	28667.5	32366	17844	110840.5	21195	9632	205609	3.42e-07	1	0.0170698258
DUSP2	0	0	4	0	1	0	0	5	11480.3333333333	25976.3333333333	28697.6666666667	14638.6666666667	80319.3333333333	15261	8851.66666666667	161112.333333333	4.95e-07	1	0.2421993242
DUSP22	2	7	1	2	17	0	0	29	16156	30604	34562	18388.4	113708	21647.6	10075.6	213418.4	5.24e-07	1	0.002561561
DUSP23	2	0	1	0	5	0	1	8	10636	25779.6	28518.8	13723.2	75679.6	17129.2	8936	154337.2	5.92e-07	1	0.0222921545
DUSP26	0	3	0	1	5	1	0	9	16215.7142857143	30586.5714285714	34542.2857142857	18379.1428571429	112450.285714286	21566.5714285714	10046.8571428571	212174	6.99e-07	1	0.0173123963
DUSP27	32	14	17	17	33	0	1	113	14973.6875	27711.375	31963.4375	17247.1875	103274.0625	19946.25	9155.3125	195169.75	1.86e-06	3	0.0035278322
DUSP28	0	0	0	1	0	0	0	1	16124	30616	34584	18386	113428	21594	10058	213138	3.03e-07	1	0.1721750635
DUSP3	0	0	0	0	2	0	0	2	16256	30616	34570	18394	112956	21648	10074	212792	3.93e-07	1	0.2338584608
DUSP4	0	0	0	0	1	0	0	1	12100	28568	32712	16360	92130	12636	9178	181870	4.8e-07	1	0.0714563674
DUSP5	0	0	1	1	3	1	1	5	15103	29775.6666666667	33414	17117.3333333333	109012	19865.6666666667	9796	204422	7.39e-07	2	0.0167289555
DUSP7	0	0	0	2	1	0	0	3	16236	30480	34527	18389	113027	21541	9944	212659	6.1e-07	1	0.0412072211
DUSP8	0	0	0	1	2	0	0	3	13767	29452	33163	17335	98541	15166	9337	192258	7.3e-07	1	0.0846231719
DUT	0	1	0	0	10	0	0	11	15282.6666666667	28975.3333333333	31644	17206	109602.666666667	21449.3333333333	9768	202710.666666667	6.53e-07	1	0.0103709414
DUXA	0	1	2	3	4	1	0	10	16247.75	30589.5	34558.25	18378	113609.75	21627.25	10074.25	213383.25	6.88e-07	1	0.0113778143
DVL1	0	6	3	2	10	2	0	21	14511.4285714286	29367.4285714286	33065.7142857143	17278.5714285714	102818	19119.5714285714	9627.14285714286	197041.142857143	1.55e-06	3	0.0318254605
DVL2	1	2	5	2	7	1	0	17	15997.8571428571	29211	33676.1428571429	18219.1428571429	110013.428571429	20928.1428571429	9386.42857142857	207117.571428571	1.65e-06	3	0.0263575297
DVL3	0	0	4	1	2	0	1	7	15917.7142857143	30372	34362.2857142857	18234.5714285714	111440	20942	9865.71428571429	210326.571428571	1.66e-06	3	0.1071662412
DXO	6	6	6	2	14	0	0	34	15592	29115.375	33632.875	18175.125	109275.5	21134.5	9350.375	205790.875	9.53e-07	2	0.0054191093
DYDC1	3	0	1	0	11	0	0	15	15871.7142857143	29085.4285714286	32669.1428571429	17854.2857142857	111644	21283.4285714286	9862.28571428571	207124.571428571	4.98e-07	1	0.0077799825
DYM	5	6	12	6	25	1	0	54	16225	30587.2307692308	34535.5384615385	18356.5384615385	113451.230769231	21615.3076923077	10064.3846153846	213155.538461538	2.1e-06	3	0.0075975766
DYNAP	0	0	0	0	1	0	0	1	16186	30142	34098	18298	112006	21394	9864	210730	3.19e-07	1	0.0022860731
DYNC1H1	0	1	2	1	5	2	0	9	16240.5454545455	30613.6363636364	34584.1818181818	18391.6363636364	113644	21514.7272727273	10075.4545454545	213474	1.16e-05	3	0.420020834
DYNC1I1	1	4	5	3	10	0	0	23	16200.8888888889	30365.5555555556	34307.8888888889	18304	113062.666666667	21614.8888888889	10021.3333333333	212241	2.07e-06	3	0.0204631075
DYNC1I2	3	2	5	0	12	1	10	22	13912.5555555556	26373.1111111111	28654.8888888889	15728.4444444444	102404.333333333	20482.3333333333	8853.33333333333	187073.333333333	2.1e-06	3	0.0135605572
DYNC1LI1	0	2	0	1	8	1	0	11	15463	27728.5	30994.5	17335	108168.5	21035.5	9315.5	199689.5	1.48e-06	3	0.1601329361
DYNC1LI2	0	2	0	0	1	0	0	3	16192	29724.6666666667	33669.3333333333	18165.3333333333	112523.333333333	21439.3333333333	9922.66666666667	210274.666666667	1.17e-06	2	0.0783053051
DYNC2LI1	6	1	1	7	29	1	4	44	15771.875	29090.375	32377.625	17739.25	111349.25	21443.75	9850.875	206328.375	9.82e-07	2	0.0058647736
DYNLRB1	0	0	0	1	1	0	0	2	16217	30602	34558	18388	113471	21645	10054	213236	3.71e-07	1	0.2271473211
DYNLRB2	2	0	0	1	4	0	0	7	15941.6666666667	29956.3333333333	34074.6666666667	18271	111919.666666667	21404.3333333333	9925	210163.333333333	2.96e-07	1	0.0487564878
DYNLT1	0	0	2	0	7	1	0	9	16051.7142857143	30557.4285714286	34507.1428571429	18276.5714285714	112692.571428571	19570.8571428571	10030.2857142857	212085.428571429	4.24e-07	1	0.0108956622
DYRK1A	2	0	0	0	2	0	0	4	16234	30530	34437.3333333333	18380.6666666667	113449.333333333	21622.6666666667	10065.3333333333	213031.333333333	1.94e-06	3	0.1294930964
DYRK1B	2	0	0	0	1	0	2	3	15868.6666666667	29524	33193.3333333333	17942	110340	21122	9522	206868	1.3e-06	2	0.0504897575
DYRK3	1	2	6	3	14	0	0	26	16203.8181818182	30598.9090909091	34562.1818181818	18392.1818181818	113581.090909091	21630.7272727273	10068.3636363636	213338.181818182	8.81e-07	2	0.010351126
DYRK4	6	6	5	6	19	0	0	42	16145.3913043478	30126.1739130435	33899.652173913	18163.0434782609	112736.52173913	21556	9921.73913043478	211070.782608696	1.22e-06	2	0.0066749011
DYSF	33	27	26	20	47	1	1	153	15887.4722222222	30234.6111111111	34143.3333333333	18104.5555555556	111155.5	21280.5555555556	9995.33333333333	209525.472222222	5.86e-06	3	0.0078646372
DYX1C1	3	2	3	0	17	7	0	25	16114.1666666667	29935.1666666667	33584.3333333333	18168	112763.5	21586.3333333333	9941.5	210565.166666667	1.18e-06	2	0.0070753461
DZANK1	8	18	10	5	8	2	1	49	14368.3333333333	29085.8333333333	32796.5833333333	16942.1666666667	105767.166666667	20896.9166666667	9743.91666666667	198960.083333333	2.05e-06	3	0.0076357029
DZIP1	3	4	10	9	29	5	3	55	15712.6666666667	29474.2222222222	33353.2222222222	17817.0555555556	110257.222222222	21348.3333333333	9723.33333333333	206614.388888889	2.26e-06	3	0.0080372717
DZIP1L	15	7	20	4	35	0	0	81	15846.2702702703	29063.2432432432	32696.8648648649	17796.972972973	110436.486486486	20971.5135135135	9639.67567567567	205839.837837838	1.72e-06	3	0.0043996517
DZIP3	6	12	6	6	29	23	0	59	15126.5806451613	27604.064516129	30680.3225806452	16977.1612903226	106468.516129032	20889.6774193548	9405.74193548387	196856.64516129	3.37e-06	3	0.008015307
E2F2	0	1	0	1	2	0	0	4	15590.5	30286	34074.5	18030	110152	21345	9935.5	208133	9.37e-07	2	0.1049950054
E2F3	0	0	0	0	2	0	0	2	14513	29973	33712	17667	104933	17324	9636	200798	1.12e-06	2	0.2484816157
E2F4	0	1	0	0	1	1	1	2	15892.5	30320.5	34303	18296	112151.5	21455	9995	210963.5	9.12e-07	2	0.0368969493
E2F5	0	0	0	0	0	0	1	0	15484	30530	34468	17974	112758	21500	10032	211214	7.28e-07	1	0.0199859622
E2F6	0	0	2	0	1	0	1	3	15417	30069.5	34137.5	17881	112495	21529.5	10007.5	210000	8.11e-07	2	0.0490439781
E2F7	1	0	2	1	0	1	1	4	16034.4	29584.8	33324	17959.6	111936.4	21494.4	9776.4	208839.2	1.93e-06	3	0.0512099985
E2F8	0	2	2	1	3	0	0	8	16250.2857142857	30527.4285714286	34420.8571428571	18372.8571428571	113431.142857143	21616.2857142857	10032	213002.571428571	2.09e-06	3	0.1398541024
E4F1	0	2	0	0	7	0	0	9	12361.75	26002.5	29541	15375.75	88593.25	16326	8451.25	171874.25	1.44e-06	3	0.040361534
EAF1	0	0	0	0	8	0	0	8	16169.5	30609.5	34567.5	18387.5	113339	21631.5	10059.5	213073	5.5e-07	1	0.0136164537
EAF2	2	5	8	0	22	3	4	37	15778.8888888889	28527.1111111111	31550.8888888889	17497.1111111111	110603.555555556	21392.4444444444	9645.55555555555	203957.555555556	5.81e-07	1	0.0032123051
EAPP	1	6	2	5	21	0	0	35	15186.8	28915.4666666667	32706.5333333333	17347.4666666667	109587.866666667	20310.6666666667	9618.93333333333	203744.133333333	7.2e-07	1	0.0046329519
EARS2	2	3	7	2	13	0	1	27	15360.625	30471.125	34370.125	17920.125	112437.375	21379.625	10025.5	210559.375	1.18e-06	2	0.0071111639
EBAG9	0	0	0	2	1	1	0	3	15891	29065	32580.5	17932.5	111925	21518	9939.5	207394	5.6e-07	1	0.0862031399
EBF1	1	0	1	0	2	0	0	4	15470.6666666667	30055.3333333333	33399.3333333333	17318	110564.666666667	21540.6666666667	9880.66666666667	206808	1.41e-06	2	0.1477307976
EBF2	0	0	1	0	1	0	0	2	12036	22830	21864	12874	96429	20661	8101	166033	1.61e-06	3	0.0714180343
EBF3	0	0	0	0	1	0	0	1	16254	30610	34580	18390	113452	21626	10054	213286	1.58e-06	3	0.1731489542
EBI3	1	1	9	0	2	0	0	13	15316.6666666667	28876	30510	16640.6666666667	106656	20860.6666666667	8960.66666666667	197999.333333333	6.66e-07	1	0.0067503239
EBNA1BP2	2	5	4	7	12	1	0	30	16186	30259	33955.6666666667	18238.3333333333	112892.833333333	21581.3333333333	9928.16666666667	211531.833333333	1.49e-06	3	0.0055330454
EBPL	0	2	10	2	2	0	0	16	12515.1428571429	24173.4285714286	26778.8571428571	14116.2857142857	89920.8571428571	18224.8571428571	7832.28571428571	167504.571428571	4.78e-07	1	0.0175785841
ECD	4	4	6	5	42	5	0	61	16025.3333333333	29449.5	33017.8333333333	17964.0833333333	111807.916666667	21441.75	9776.66666666667	208264.666666667	2.03e-06	3	0.0060890854
ECE1	1	0	2	0	3	0	1	6	16227.4285714286	30590	34570.2857142857	18387.4285714286	113414	21612.5714285714	10068	213189.142857143	1.98e-06	3	0.2122875777
ECE2	15	11	6	17	79	4	9	128	16168.3076923077	30328.8717948718	34371.641025641	18356.0512820513	112734.153846154	21517.5384615385	9927.69230769231	211959.025641026	2.41e-06	3	0.0039049582
ECEL1	21	6	6	2	16	0	1	51	15935.3333333333	30232.3703703704	34188.6666666667	18137.9259259259	111365.037037037	21189.9259259259	9967.62962962963	209859.333333333	2.86e-06	3	0.0111902425
ECH1	0	10	15	43	34	4	0	102	14850.75	28977.25	32914	17181.75	104747	20356.75	9760.25	198670.75	9.97e-07	2	0.0144734429
ECHDC1	0	2	13	0	8	0	0	23	15340.4615384615	29615.3846153846	33420.7692307692	17612.9230769231	108853.692307692	21151.5384615385	9873.07692307692	204843.230769231	5.89e-07	1	0.017524706
ECHDC3	1	88	19	4	28	0	78	140	16081.25	30333	34387	18297.5	112517.25	19258.75	9959.75	211616	4.18e-07	1	0.0004924955
ECHS1	2	1	1	3	5	2	0	12	16190.5714285714	30574	34535.4285714286	18375.4285714286	113137.142857143	21080.8571428571	10037.1428571429	212812.571428571	7.11e-07	1	0.0140654528
ECI1	21	11	4	11	51	0	1	98	15592	30104.75	34105	18055.75	110232.375	20648	9920.25	208089.875	9.37e-07	2	0.0021983913
ECI2	2	33	6	1	13	0	0	55	15988.6153846154	30150.6153846154	34056.1538461538	18237.0769230769	112152.461538462	21496.7692307692	9948.30769230769	210584.923076923	7.73e-07	2	0.0033156962
ECM1	4	6	4	2	49	0	0	65	16157.5454545455	30453	34474.2727272727	18368	112876.090909091	21570	9959.54545454545	212328.909090909	1.73e-06	3	0.004848492
ECM2	0	2	0	1	21	0	0	24	16040.25	29376	33018.5	18030.5	112012.25	21450.75	9903	208477.5	1.36e-06	2	0.0071723817
ECSIT	0	0	5	4	13	0	1	22	15230.4	29587	33396.8	17598.8	107206.6	20797.2	9788.2	203019.6	1.04e-06	2	0.0130708266
ECT2	2	3	1	1	22	9	1	29	15595.3636363636	29171.0909090909	32818.6363636364	17743.8181818182	109573.272727273	21141.5454545455	9843.18181818182	204902.181818182	2.74e-06	3	0.0141476979
EDA2R	6	2	2	0	10	0	0	20	12163.6666666667	16162.8333333333	25301	12748.1666666667	72842.3333333333	14883.5	6847.16666666667	139218	6.9e-07	1	0.0092786645
EDAR	3	3	2	1	17	0	1	26	16228	30605.0909090909	34568.7272727273	18383.2727272727	113194.545454545	21617.4545454545	10068.7272727273	212979.636363636	1.08e-06	2	0.0086261562
EDARADD	0	1	3	1	9	0	0	14	16192.8571428571	30290.8571428571	34427.7142857143	18371.7142857143	113446.285714286	21632.5714285714	10055.1428571429	212729.428571429	5.85e-07	1	0.0151394952
EDC3	0	0	0	1	5	0	0	6	16222.6666666667	30508	34390.6666666667	18352.6666666667	112113.333333333	21588.3333333333	9978	211587.333333333	8.01e-07	2	0.0568342461
EDC4	2	2	1	1	11	1	2	17	16173.2941176471	30513.7647058824	34510.7058823529	18375.5294117647	112993.529411765	21257.8823529412	10005.8823529412	212566.823529412	3.63e-06	3	0.0457891986
EDEM1	5	6	9	11	17	11	2	48	14014.75	28678.1666666667	32169.25	16483.5833333333	102398.916666667	20681.3333333333	9505.83333333333	193744.666666667	1.97e-06	3	0.0084715768
EDEM2	1	2	11	3	27	0	2	44	16247.3333333333	30600.8	34538.4	18385.2	113541.866666667	21614.9333333333	10061.4666666667	213313.6	1.58e-06	3	0.0084711009
EDEM3	1	2	2	1	9	1	0	15	15394	29005.4285714286	32304.5714285714	17598.4285714286	108401.857142857	21243.4285714286	9698.14285714286	202704.285714286	2.56e-06	3	0.0381239377
EDF1	0	0	1	0	0	0	0	1	16240	30610	34586	18390	113608	21548	10074	213434	4.85e-07	1	0.270952498
EDIL3	0	0	2	12	7	0	2	21	15980	29057.6666666667	32431	17811.1666666667	111072.166666667	21410.8333333333	9641.16666666667	206352	1.66e-06	3	0.0129949202
EDN1	0	2	0	0	1	0	0	3	16233	30612	34577	18393	113695	21647	10079	213510	5.34e-07	1	0.0424844746
EDN2	0	1	0	1	0	0	1	2	16134.6666666667	30580.6666666667	34518.6666666667	18368	113042	21494.6666666667	10048	212644	5.58e-07	1	0.0024218523
EDN3	1	0	0	0	1	1	1	2	16026.5	30602	34550.5	18367	111374.5	20976	10018.5	210920.5	5.25e-07	1	0.0180113929
EDNRA	0	0	0	0	0	1	0	0	16256	30616	34574	18394	113752	21644	10080	213592	8.73e-07	2	0.2293483901
EDNRB	1	0	0	0	3	0	1	4	16215.6	30601.2	34434	18366	112606.4	21555.2	10049.6	212223.2	1.26e-06	2	0.0040145103
EEA1	0	2	2	1	17	1	1	22	15954	29237.6470588235	33007.7647058823	17879.6470588235	111191.294117647	21456.9411764706	9901.17647058824	207270.352941176	4.13e-06	3	0.0447171549
EED	0	0	0	0	2	0	0	2	15468	24856	27138	16792	104644	20534	8476	188898	1.52e-06	3	0.3532256483
EEF1A1	0	0	1	0	2	0	0	3	16236	30614	34564	18392	113662	21626	10050	213468	9.19e-07	2	0.2340610102
EEF1B2	0	1	1	1	1	0	0	4	15930.5	30456.5	34424.5	18270.5	112849.5	21635.5	10004.5	211931.5	5.1e-07	1	0.0398785384
EEF1D	2	3	2	2	7	0	0	16	14339	27647.1428571429	31586.1428571429	16982	100201.857142857	18512.8571428571	8852.57142857143	190756.142857143	1.5e-06	3	0.0433050658
EEF1G	0	0	0	1	0	0	0	1	15476	30602	34522	17976	112988	21546	10058	211564	1.42e-06	2	0.2740780063
EEF2	0	1	0	0	1	0	0	2	16249	30615	34553	18386	113460	21618	10056	213263	1.84e-06	3	0.1096743256
EEF2K	12	12	28	5	136	8	20	193	15929.5294117647	29635.4117647059	33480.7647058823	17888.3529411765	111326.941176471	21405.4117647059	9767.17647058824	208261	2.34e-06	3	0.0026782649
EEFSEC	1	0	2	5	14	0	0	22	15454.4285714286	30047	33894.1428571429	17826	109418.714285714	20597.5714285714	9909.57142857143	206640.285714286	8.43e-07	2	0.0268588542
EEPD1	0	1	2	2	1	1	0	6	15817	27823.3333333333	32100.3333333333	17549.6666666667	107397.333333333	20679.6666666667	8845.33333333333	200687.666666667	1.2e-06	2	0.0541290465
EFCAB1	1	2	2	2	5	2	1	12	16128	30293.7142857143	34029.7142857143	18286.5714285714	112913.428571429	21482.2857142857	10030.5714285714	211651.428571429	6.38e-07	1	0.0078171674
EFCAB11	1	3	0	8	5	0	1	17	16247	30508.6666666667	34475.6666666667	18370.6666666667	113584	21488.6666666667	10069.3333333333	213186	5.96e-07	1	0.0063154965
EFCAB12	2	4	10	1	17	0	0	34	13274.1818181818	27983.8181818182	31222.1818181818	15851.6363636364	98154	19920.5454545455	9537.27272727273	186485.818181818	1.33e-06	2	0.0065521676
EFCAB14	2	0	1	1	8	0	0	12	16208.7272727273	30270.9090909091	34215.2727272727	18321.8181818182	113031.818181818	21479.6363636364	10016.5454545455	212048.545454545	1.15e-06	2	0.0160006959
EFCAB2	2	7	6	80	41	2	22	136	13080.8	27822	31082.2	15620	94550	16455.2	9375.2	182155	5.73e-07	1	0.0023127083
EFCAB4A	0	5	5	0	36	1	0	46	11402.6666666667	26790	29840.1333333333	14610.1333333333	85729.4666666667	13790.8	9135.73333333333	168372.4	7.41e-07	2	0.0021950848
EFCAB4B	3	24	3	22	26	20	59	78	12973.5833333333	27381.9166666667	30292.4166666667	15421.0833333333	92395.4166666667	19309	9349.33333333333	178464.416666667	1.71e-06	3	0.0036881795
EFCAB7	10	8	27	16	50	7	0	111	15743.9259259259	28580.6666666667	31703.9259259259	17605.7777777778	110605.407407407	21452.7407407407	9723.25925925926	204239.703703704	1.92e-06	3	0.0075285637
EFCC1	0	14	0	6	6	0	0	26	9016.16666666667	22839.8333333333	24563.6666666667	11169	70017.8333333333	13360.6666666667	7702.5	137606.5	1.19e-06	2	0.0067568485
EFEMP1	0	0	0	1	0	0	0	1	16248	30610	34516	18388	113266	21640	10058	213028	1.74e-06	3	0.3835188898
EFEMP2	2	1	1	6	3	0	0	13	16202.5	30612.75	34571	18383.75	113293	21585	10057	213063	1.06e-06	2	0.0180185637
EFHB	15	11	27	13	50	0	0	116	15692.2068965517	29586.4827586207	33242.1379310345	17854.3448275862	109720.344827586	21313.1034482759	9840.34482758621	206095.517241379	2.32e-06	3	0.0044059583
EFHC1	6	12	8	8	28	0	9	62	16239	30596.9285714286	34557.1428571429	18384.5714285714	113523.357142857	21622.6428571429	10069.7142857143	213301	1.74e-06	3	0.0052932811
EFHD1	2	0	0	0	2	0	0	4	16213	29398	33884.5	18311	111367.5	21277.5	9498	209174	3.08e-07	1	0.2072672663
EFHD2	0	0	0	2	1	1	0	3	14669.5	29763.5	33832	17541.5	108248	21308	9766	204054.5	3.56e-07	1	0.0488497483
EFNA1	1	1	0	0	0	0	0	2	16158	30539	34469	18352	112822	21481	10039	212340	4.27e-07	1	0.256247233
EFNA4	0	2	0	2	3	0	0	7	16059.6666666667	29112.6666666667	32917	18040	108821.333333333	21119	9199.66666666667	204950.666666667	5.41e-07	1	0.0112345327
EFNB3	0	2	1	0	3	0	0	6	14606	28760.6666666667	32666.6666666667	17115.3333333333	103088	19646.6666666667	9710.66666666667	196236.666666667	8.89e-07	2	0.0561654985
EFR3A	4	2	2	3	15	3	0	26	15582.7272727273	28945.0909090909	32728	17645.9090909091	108635.272727273	21162.9090909091	9789	203537	2.87e-06	3	0.0052645028
EFS	4	1	2	4	13	0	0	24	15817	28900.5714285714	33062.2857142857	18025.5714285714	108656.428571429	20987.2857142857	9286.71428571429	204461.857142857	9.29e-07	2	0.0072676043
EFTUD1	6	4	3	2	27	1	7	42	15370.6086956522	29844.6086956522	33498.6956521739	17742.4347826087	111775.130434783	21423.7391304348	9790.78260869565	208231.47826087	3.02e-06	3	0.0231427684
EFTUD2	0	0	0	0	0	1	0	0	16250	30612	34588	18394	113724	21644	10078	213568	2.36e-06	3	0.2450369235
EGF	11	13	24	12	35	0	0	95	16248.2857142857	30605.5428571429	34555.8857142857	18379.1428571429	113556.114285714	21634.2857142857	10074.6285714286	213344.971428571	3.69e-06	3	0.0078385736
EGFL6	4	20	5	4	18	1	0	51	13075.9	18550.4	26943.3	13739.9	81166.85	15922.3	7375	153476.35	1.8e-06	3	0.0054749044
EGFL7	13	7	3	5	19	0	3	47	12823.7272727273	27125.1818181818	30297.6363636364	15342.1818181818	92293.3636363636	17778	9105.72727272727	177882.090909091	7.68e-07	2	0.0032432743
EGFLAM	7	11	4	19	23	14	1	64	15658.2162162162	30000.0540540541	33982.7567567568	18057.7837837838	109905.945945946	20686.5945945946	9912.91891891892	207604.756756757	2.72e-06	3	0.0081673803
EGFR	2	0	1	0	9	0	2	12	15460.8	30057.4666666667	33889.2	17688.5333333333	110185.2	21218.9333333333	9901.06666666667	207281.2	3.47e-06	3	0.0618189326
EGLN1	0	0	0	0	1	1	0	1	16252	30610	34592	18394	113594	21606	10076	213442	9.98e-07	2	0.2256625031
EGLN2	0	0	0	0	2	0	0	2	15846	30310	34300	18216	110839	20684	9880	209511	8.94e-07	2	0.0617517596
EGLN3	0	0	0	0	4	12	0	4	16154	30272.4	34128	18247.2	113020.8	21594.8	10042.4	211822.4	5.41e-07	1	0.0064328854
EGR1	0	0	0	0	3	0	0	3	16227.3333333333	30565.3333333333	34463.3333333333	18348.6666666667	113156.666666667	21564	10011.3333333333	212761.333333333	6.03e-07	1	0.0952752467
EGR2	0	0	0	0	2	0	0	2	16253	30486	34553	18389	113161	21546	9955	212842	5.47e-07	1	0.08901883
EHBP1	3	2	0	1	9	0	1	15	15585.3333333333	29187.0666666667	32656.8	17564.6666666667	109536.533333333	21175.7333333333	9731.2	204530.4	3.73e-06	3	0.0766957274
EHBP1L1	0	11	2	0	19	0	0	32	14222.6315789474	28281.3684210526	32436.6315789474	17085.2631578947	103899.789473684	20206.5263157895	9330.63157894737	195925.684210526	3.79e-06	3	0.0146648639
EHD1	0	0	0	0	1	0	0	1	16254	30616	34580	18390	113704	21636	10076	213544	8.51e-07	2	0.1020650857
EHD2	0	3	2	0	0	0	0	5	14975.5	28836	32556.5	17334	104241.5	19852	9603	197943.5	8.77e-07	2	0.0332677074
EHD3	0	0	6	1	7	1	0	14	16244.3333333333	30583.6666666667	34564	18389.6666666667	113398.333333333	21598	10050.3333333333	213180	9.08e-07	2	0.017154425
EHD4	1	2	2	0	8	1	0	13	15886.7272727273	27299.6363636364	31500.7272727273	17772.5454545455	107756.545454545	20755.0909090909	8782.72727272727	200216.181818182	1.19e-06	2	0.0201089097
EHF	1	0	0	0	3	0	0	4	16224	30610	34576	18374	113050	20059.3333333333	10054.6666666667	212834	1.2e-06	2	0.1386439109
EHHADH	3	60	12	4	65	1	0	144	16056.6315789474	29991.4736842105	33859.3684210526	18121.3684210526	112198.105263158	21516.6315789474	9932.73684210526	210226.947368421	1.5e-06	3	0.0028900742
