gene	AC_afr	AC_sas	AC_amr	AC_eas	AC_nfe	AC_fin	AC_asj	AC_main	AN_afr	AN_sas	AN_amr	AN_eas	AN_nfe	AN_fin	AN_asj	AN_main	U	tercile	shet_cassa
NDUFB2	0	1	4	7	5	0	0	17	15616.2857142857	29737.1428571429	33812.2857142857	17889.7142857143	110090.285714286	21000.5714285714	9927.71428571429	207145.714285714	2.51e-07	1	0.0038390105
NDUFB3	0	3	7	1	23	0	0	34	16066.6666666667	29134.3333333333	32735.3333333333	17883	111313.333333333	21376.6666666667	9757.33333333333	207132.666666667	1.79e-07	1	0.0012557134
NDUFB4	0	9	1	1	20	4	0	31	16183.5	30557.5	34512	18377.5	113571.5	21637	10069	213202	6.42e-07	1	0.0034053373
NDUFB5	1	2	5	0	0	0	0	8	16009.6666666667	29410	32549.3333333333	17935.6666666667	111171.666666667	21218.3333333333	9672	207076.333333333	5.6e-07	1	0.0099304808
NDUFB6	0	3	1	1	4	0	0	9	15870.6666666667	29793.6666666667	33060.3333333333	17736.3333333333	111161.666666667	21278.6666666667	9841.33333333333	207622.666666667	4.62e-07	1	0.0157358255
NDUFB8	1	0	0	0	13	2	0	14	14033	28379.6666666667	31968.6666666667	16912	100916.333333333	20635	9624.66666666667	192209.666666667	5.77e-07	1	0.0091894254
NDUFB9	0	2	0	2	17	0	0	21	16236.25	30615.5	34587.25	18389.25	112494.25	21629	10072	212322.5	7.95e-07	2	0.0077941654
NDUFC1	0	0	1	0	1	1	0	2	11916	26543	27610	14201	85943	18628	8865	166213	4.71e-07	1	0.0697725968
NDUFS1	8	8	8	11	23	1	1	58	16063.652173913	29957.1304347826	33946.0869565217	18208.5217391304	112411.043478261	21572.8695652174	9948.69565217391	210586.434782609	2.1e-06	3	0.0072654367
NDUFS2	1	7	3	0	7	3	0	18	16235.6363636364	30606	34574.1818181818	18388.5454545455	113504.909090909	21458.1818181818	10070.3636363636	213309.272727273	1.95e-06	3	0.030463055
NDUFS3	0	2	3	1	5	0	0	11	15154.8571428571	29903.4285714286	33274	17553.7142857143	107198.571428571	20104	9831.71428571429	203084.571428571	7.42e-07	2	0.0156202033
NDUFS4	0	3	2	1	4	0	0	10	16250.8571428571	30612.8571428571	34560	18383.4285714286	113563.714285714	21637.4285714286	10074.5714285714	213370.857142857	6.15e-07	1	0.0127404865
NDUFS5	0	1	0	1	1	0	0	3	16254.6666666667	30616	34592	18393.3333333333	113756.666666667	21647.3333333333	10080	213612.666666667	3.3e-07	1	0.0272195357
NDUFS6	0	4	0	2	0	0	0	6	15046	30403	34259	17937	107270	18398	9808	204915	2.55e-07	1	0.0043043529
NDUFS7	0	1	0	0	0	0	0	1	16084	30594	34524	18272	112540	20180	10012	212014	7.07e-07	1	0.0684604267
NDUFS8	0	1	0	0	3	0	0	4	16233.3333333333	30615.3333333333	34572.6666666667	18384	113438.666666667	21638	10057.3333333333	213244	5.34e-07	1	0.0156789901
NDUFV1	0	9	1	0	20	3	1	30	16136.6666666667	30571.3333333333	34535.4444444444	18348.2222222222	113037.666666667	21170.8888888889	10050.5555555556	212629.333333333	1.13e-06	2	0.0085072208
NDUFV2	0	0	0	4	4	4	0	8	16154	30612	34583	18394	113671	21647	10079	213414	6.89e-07	1	0.0075925875
NECAB3	0	0	3	1	7	0	0	11	13441.3333333333	28598.2222222222	32136.6666666667	16262	99375.5555555556	18850	9612.22222222222	189813.777777778	1.32e-06	2	0.0434552617
NECAP1	2	0	1	0	2	0	0	5	16227.5	30598.5	34548	18380.5	113544	21622	10071	213298.5	6.82e-07	1	0.0323697126
NECAP2	1	6	3	6	8	0	1	24	16098.2857142857	30284.5714285714	34275.1428571429	18327	112521.142857143	21472.2857142857	9924	211506.142857143	8.37e-07	2	0.0097265484
NEDD1	0	1	3	1	3	0	0	8	15454	28703.3333333333	32230.3333333333	17321	109048	21321	9614.66666666667	202756.666666667	1.66e-06	3	0.0349161389
NEDD4	2	9	15	13	42	0	8	81	16197.5	30125.6875	34147.125	18311.375	113020.625	21520.625	9970.0625	211802.3125	3.55e-06	3	0.0111633357
NEDD4L	2	1	8	1	2	2	0	14	14693.1428571429	28656	32128.5714285714	17010.5714285714	106548.857142857	20610	9684.85714285714	199037.142857143	3.54e-06	3	0.0509214977
NEDD9	0	1	2	1	5	0	0	9	16142.4444444444	28685.3333333333	32790.4444444444	18049.1111111111	109815.555555556	21007.3333333333	9236.44444444445	205482.888888889	1.83e-06	3	0.0475781539
NEFH	1	3	3	4	16	1	0	27	12029.8181818182	26915.2727272727	30000.9090909091	15168.2727272727	87987.5454545455	15069.0909090909	9045.45454545455	172101.818181818	1.61e-06	3	0.0265745544
NEFM	0	2	2	1	4	0	0	9	15674.8888888889	30197.5555555556	33946.8888888889	17983.3333333333	110149.555555556	21394	9949.33333333333	207952.222222222	1.29e-06	2	0.0383569332
NEGR1	0	0	0	0	1	0	0	1	16036	29940	33384	18104	112524	21604	10024	209988	9.78e-07	2	0.1195923541
NEIL2	0	29	17	1	21	2	0	68	16243.0666666667	30612.4	34584.5333333333	18390.9333333333	112792.933333333	21640.5333333333	10066.4	212623.866666667	6.96e-07	1	0.0019906863
NEIL3	0	7	0	2	17	0	2	26	16001.3846153846	29434.4615384615	32876.6153846154	17894.6153846154	111578.615384615	21371.5384615385	9688.30769230769	207785.692307692	1.08e-06	2	0.0066406342
NEK1	5	10	12	20	38	4	15	85	14164.4888888889	28401.2888888889	31987.3777777778	16665.2444444444	103583.377777778	20501.6444444444	9686.93333333333	194801.777777778	3.89e-06	3	0.0138017488
NEK10	3	8	1	3	15	0	0	30	14264.8571428571	28825.0476190476	32514.9523809524	16923.1428571429	103610.666666667	20709.1428571429	9711.71428571429	196138.666666667	2.18e-06	3	0.0179133135
NEK11	11	9	4	5	95	20	0	124	15982	29630.6896551724	33294.4137931034	18086.8275862069	112064.137931034	21546.9655172414	9887.65517241379	209058.068965517	1.93e-06	3	0.0026549563
NEK2	12	4	7	2	56	0	0	81	15966.5714285714	30370	34315.1428571429	18270.1428571429	111870.857142857	21524.1428571429	10023.7142857143	210792.714285714	1.62e-06	3	0.003888147
NEK3	7	36	8	78	15	1	0	144	13693.5555555556	27726.1481481481	31321.2592592593	16240.2222222222	99281.3333333333	20224.2222222222	9581.18518518518	188262.518518519	1.64e-06	3	0.0036795371
NEK4	4	18	15	32	70	3	0	139	16210	30368	34200	18325.5625	113331.6875	21610.0625	10002.5625	212435.25	2.71e-06	3	0.0040346949
NEK6	1	3	2	0	6	0	0	12	15363.3333333333	29607.6666666667	33456.3333333333	17627.3333333333	107316.333333333	20801.3333333333	9864.33333333333	203371	1.21e-06	2	0.0367988532
NEK7	0	1	0	1	3	0	0	5	16006.6666666667	29725.3333333333	33266	18096.6666666667	111956	21306	9885.33333333333	209050.666666667	1.16e-06	2	0.052204578
NEK8	2	8	1	11	24	0	0	46	16251.1111111111	30614.7777777778	34579.8888888889	18393	113575.666666667	21622.3333333333	10077	213414.444444444	2.03e-06	3	0.0113931581
NEK9	7	3	7	3	95	4	2	115	15363.1428571429	29292.3428571429	32725.8857142857	17414.2857142857	107916.628571429	21010.8	9659.14285714286	202712.285714286	2.98e-06	3	0.0073309019
NELFA	2	0	0	0	1	2	1	3	14576.6666666667	28134.3333333333	32158	16919	101204	19785	9294	192992	1.2e-06	2	0.0305888509
NELFB	2	0	1	0	5	0	1	8	15968.8888888889	30397.5555555556	34314.2222222222	18202.8888888889	111470	21343.3333333333	9965.33333333333	210353.555555556	1.34e-06	2	0.0397684295
NELFCD	0	0	5	3	7	0	0	15	16126.25	30612.5	34579.25	18390.25	113642.75	21640.25	10078	213351	1.64e-06	3	0.0426829841
NELFE	0	2	1	1	5	15	1	9	15617.3333333333	28158.4444444444	33394.6666666667	17981.1111111111	106497.555555556	19716.6666666667	9060.22222222222	201649.111111111	1.97e-06	3	0.0415498913
NELL1	1	7	5	5	12	2	0	30	16204.9230769231	30375.1538461538	34313.6923076923	18280.8461538462	113000.076923077	21590.7692307692	10036.6923076923	212174.692307692	2.49e-06	3	0.0135355784
NELL2	0	1	0	0	4	0	0	5	16236	30535.2	34438.8	18354.4	113293.2	21636	10054	212857.6	2.72e-06	3	0.1171885715
NEMF	1	4	3	2	14	6	3	24	16046.0952380952	29177.1428571429	32225.3333333333	17874.4761904762	111793.428571429	21406.1904761905	9710.19047619048	207116.476190476	3.86e-06	3	0.036072716
NENF	1	2	10	0	7	0	0	20	16158.6666666667	30038	33722.6666666667	18118	112570.666666667	21576	9938	210608	3.66e-07	1	0.0048814638
NEO1	6	1	1	1	11	3	1	20	16199	30427.75	34339.375	18342.125	113151.875	21570.375	10026.5	212460.125	4.08e-06	3	0.0503235794
